User_ID,Session_Date,Device_Type,Add_to_Cart,Proceed_to_Checkout,Complete_Purchase,Drop_Reason
5913,2024-11-25,Mobile,Yes,No,No,Complex Checkout Process
5914,2024-11-06,Tablet,Yes,Yes,Yes,-
5915,2024-11-23,Tablet,Yes,Yes,Yes,-
5916,2024-11-10,Desktop,No,No,No,-
5917,2024-11-29,Desktop,Yes,No,No,High Shipping Cost
5918,2024-11-27,Mobile,No,No,No,-
5919,2024-11-27,Tablet,Yes,Yes,Yes,-
5920,2024-11-24,Tablet,Yes,Yes,Yes,-
5921,2024-11-24,Desktop,Yes,Yes,No,Not Ready to Buy
5922,2024-11-08,Tablet,Yes,Yes,No,Complex Checkout Process
5923,2024-11-04,Mobile,No,No,No,-
5924,2024-11-08,Tablet,No,No,No,-
5925,2024-11-24,Desktop,Yes,Yes,Yes,-
5926,2024-11-06,Mobile,Yes,Yes,Yes,-
5927,2024-11-19,Desktop,No,No,No,-
5928,2024-11-20,Tablet,Yes,No,No,Limited Payment Options
5929,2024-11-16,Desktop,Yes,Yes,No,High Shipping Cost
5930,2024-11-12,Desktop,No,No,No,-
5931,2024-11-02,Tablet,Yes,Yes,Yes,-
5932,2024-11-12,Tablet,Yes,Yes,No,Complex Checkout Process
5933,2024-11-02,Mobile,Yes,No,No,Complex Checkout Process
5934,2024-11-19,Mobile,Yes,No,No,Complex Checkout Process
5935,2024-11-11,Tablet,Yes,Yes,Yes,-
5936,2024-11-06,Desktop,No,No,No,-
5937,2024-11-09,Desktop,No,No,No,-
5938,2024-11-05,Mobile,Yes,No,No,Not Ready to Buy
5939,2024-11-09,Desktop,No,No,No,-
5940,2024-11-02,Mobile,Yes,Yes,Yes,-
5941,2024-11-27,Desktop,Yes,No,No,High Shipping Cost
5942,2024-11-04,Tablet,Yes,No,No,Complex Checkout Process
5943,2024-11-10,Mobile,No,No,No,-
5944,2024-11-28,Desktop,Yes,No,No,Complex Checkout Process
5945,2024-11-18,Tablet,Yes,No,No,Forced Account Creation
5946,2024-11-26,Desktop,Yes,No,No,Limited Payment Options
5947,2024-11-26,Tablet,Yes,No,No,Limited Payment Options
5948,2024-11-27,Tablet,Yes,Yes,No,Complex Checkout Process
5949,2024-11-20,Mobile,Yes,No,No,Complex Checkout Process
5950,2024-11-06,Desktop,No,No,No,-
5951,2024-11-01,Mobile,Yes,No,No,Complex Checkout Process
5952,2024-11-12,Tablet,No,No,No,-
5953,2024-11-20,Desktop,Yes,Yes,Yes,-
5954,2024-11-28,Tablet,Yes,No,No,High Shipping Cost
5955,2024-11-14,Tablet,Yes,No,No,Limited Payment Options
5956,2024-11-04,Desktop,No,No,No,-
5957,2024-11-27,Mobile,Yes,No,No,Forced Account Creation
5958,2024-11-13,Tablet,Yes,No,No,High Shipping Cost
5959,2024-11-21,Mobile,No,No,No,-
5960,2024-11-29,Desktop,Yes,No,No,Not Ready to Buy
5961,2024-11-02,Mobile,Yes,No,No,Not Ready to Buy
5962,2024-11-08,Desktop,Yes,No,No,Complex Checkout Process
5963,2024-11-13,Desktop,No,No,No,-
5964,2024-11-21,Desktop,Yes,Yes,Yes,-
5965,2024-11-24,Tablet,Yes,Yes,Yes,-
5966,2024-11-24,Mobile,Yes,Yes,No,Complex Checkout Process
5967,2024-11-03,Mobile,No,No,No,-
5968,2024-11-02,Mobile,No,No,No,-
5969,2024-11-07,Mobile,No,No,No,-
5970,2024-11-10,Mobile,Yes,Yes,Yes,-
5971,2024-11-24,Desktop,Yes,No,No,Forced Account Creation
5972,2024-11-02,Mobile,Yes,Yes,Yes,-
5973,2024-11-17,Tablet,No,No,No,-
5974,2024-11-15,Mobile,Yes,No,No,Limited Payment Options
5975,2024-11-06,Mobile,No,No,No,-
5976,2024-11-16,Tablet,Yes,No,No,High Shipping Cost
5977,2024-11-17,Tablet,No,No,No,-
5978,2024-11-10,Tablet,Yes,Yes,No,Limited Payment Options
5979,2024-11-17,Tablet,Yes,No,No,Complex Checkout Process
5980,2024-11-13,Mobile,No,No,No,-
5981,2024-11-10,Desktop,No,No,No,-
5982,2024-11-27,Mobile,Yes,Yes,No,Forced Account Creation
5983,2024-11-06,Tablet,Yes,No,No,Forced Account Creation
5984,2024-11-11,Tablet,Yes,No,No,Limited Payment Options
5985,2024-11-26,Mobile,Yes,No,No,Forced Account Creation
5986,2024-11-05,Mobile,No,No,No,-
5987,2024-11-19,Desktop,Yes,No,No,High Shipping Cost
5988,2024-11-28,Desktop,Yes,No,No,Complex Checkout Process
5989,2024-11-05,Tablet,Yes,No,No,Limited Payment Options
5990,2024-11-28,Mobile,Yes,No,No,Forced Account Creation
5991,2024-11-13,Mobile,Yes,No,No,Complex Checkout Process
5992,2024-11-06,Desktop,Yes,No,No,Forced Account Creation
5993,2024-11-05,Desktop,No,No,No,-
5994,2024-11-16,Tablet,Yes,No,No,Limited Payment Options
5995,2024-11-03,Tablet,Yes,Yes,No,Not Ready to Buy
5996,2024-11-23,Desktop,Yes,No,No,Forced Account Creation
5997,2024-11-14,Mobile,Yes,Yes,No,Forced Account Creation
5998,2024-11-22,Desktop,No,No,No,-
5999,2024-11-10,Mobile,No,No,No,-
6000,2024-11-07,Desktop,No,No,No,-
6001,2024-11-12,Desktop,Yes,No,No,High Shipping Cost
6002,2024-11-21,Mobile,Yes,Yes,Yes,-
6003,2024-11-05,Tablet,Yes,Yes,Yes,-
6004,2024-11-04,Desktop,Yes,Yes,Yes,-
6005,2024-11-29,Desktop,Yes,Yes,Yes,-
6006,2024-11-27,Mobile,No,No,No,-
6007,2024-11-14,Mobile,Yes,Yes,No,Limited Payment Options
6008,2024-11-30,Mobile,Yes,No,No,Limited Payment Options
6009,2024-11-16,Desktop,Yes,Yes,No,Limited Payment Options
6010,2024-11-26,Mobile,Yes,Yes,Yes,-
6011,2024-11-05,Desktop,Yes,No,No,Forced Account Creation
6012,2024-11-09,Desktop,Yes,Yes,No,High Shipping Cost
6013,2024-11-20,Tablet,Yes,Yes,Yes,-
6014,2024-11-17,Desktop,No,No,No,-
6015,2024-11-07,Desktop,No,No,No,-
6016,2024-11-20,Mobile,No,No,No,-
6017,2024-11-14,Desktop,Yes,No,No,Limited Payment Options
6018,2024-11-28,Desktop,Yes,Yes,Yes,-
6019,2024-11-04,Tablet,No,No,No,-
6020,2024-11-28,Tablet,No,No,No,-
6021,2024-11-12,Desktop,No,No,No,-
6022,2024-11-08,Desktop,No,No,No,-
6023,2024-11-20,Mobile,Yes,No,No,High Shipping Cost
6024,2024-11-09,Desktop,No,No,No,-
6025,2024-11-19,Desktop,No,No,No,-
6026,2024-11-16,Tablet,Yes,Yes,Yes,-
6027,2024-11-10,Tablet,Yes,Yes,No,Forced Account Creation
6028,2024-11-24,Tablet,Yes,No,No,High Shipping Cost
6029,2024-11-26,Tablet,Yes,Yes,Yes,-
6030,2024-11-09,Tablet,Yes,Yes,Yes,-
6031,2024-11-05,Mobile,No,No,No,-
6032,2024-11-24,Desktop,Yes,Yes,Yes,-
6033,2024-11-06,Mobile,Yes,Yes,Yes,-
6034,2024-11-23,Desktop,No,No,No,-
6035,2024-11-03,Tablet,No,No,No,-
6036,2024-11-22,Mobile,Yes,Yes,Yes,-
6037,2024-11-29,Mobile,No,No,No,-
6038,2024-11-10,Mobile,Yes,No,No,Complex Checkout Process
6039,2024-11-25,Tablet,Yes,Yes,Yes,-
6040,2024-11-29,Mobile,No,No,No,-
6041,2024-11-06,Mobile,Yes,Yes,No,Not Ready to Buy
6042,2024-11-08,Desktop,Yes,Yes,No,Not Ready to Buy
6043,2024-11-09,Desktop,Yes,Yes,Yes,-
6044,2024-11-26,Desktop,Yes,No,No,Not Ready to Buy
6045,2024-11-19,Mobile,Yes,Yes,Yes,-
6046,2024-11-27,Tablet,Yes,No,No,Forced Account Creation
6047,2024-11-02,Tablet,Yes,No,No,Not Ready to Buy
6048,2024-11-19,Mobile,Yes,No,No,High Shipping Cost
6049,2024-11-14,Tablet,Yes,No,No,Forced Account Creation
6050,2024-11-27,Mobile,Yes,No,No,Complex Checkout Process
6051,2024-11-09,Tablet,No,No,No,-
6052,2024-11-24,Tablet,Yes,No,No,Complex Checkout Process
6053,2024-11-02,Desktop,Yes,No,No,Limited Payment Options
6054,2024-11-08,Desktop,Yes,Yes,Yes,-
6055,2024-11-09,Desktop,No,No,No,-
6056,2024-11-24,Tablet,Yes,No,No,Not Ready to Buy
6057,2024-11-03,Mobile,Yes,Yes,No,Not Ready to Buy
6058,2024-11-12,Mobile,Yes,No,No,Forced Account Creation
6059,2024-11-29,Tablet,Yes,No,No,Complex Checkout Process
6060,2024-11-24,Tablet,Yes,Yes,Yes,-
6061,2024-11-07,Tablet,Yes,Yes,Yes,-
6062,2024-11-15,Desktop,Yes,Yes,Yes,-
6063,2024-11-24,Desktop,Yes,No,No,Not Ready to Buy
6064,2024-11-18,Desktop,Yes,Yes,Yes,-
6065,2024-11-11,Tablet,No,No,No,-
6066,2024-11-18,Mobile,Yes,Yes,No,Complex Checkout Process
6067,2024-11-05,Tablet,Yes,Yes,No,Complex Checkout Process
6068,2024-11-23,Tablet,Yes,Yes,Yes,-
6069,2024-11-22,Desktop,Yes,Yes,No,Limited Payment Options
6070,2024-11-03,Desktop,No,No,No,-
6071,2024-11-26,Desktop,Yes,No,No,Forced Account Creation
6072,2024-11-30,Mobile,No,No,No,-
6073,2024-11-05,Desktop,No,No,No,-
6074,2024-11-01,Mobile,Yes,Yes,Yes,-
6075,2024-11-06,Tablet,Yes,No,No,Limited Payment Options
6076,2024-11-17,Tablet,Yes,No,No,Forced Account Creation
6077,2024-11-06,Tablet,Yes,No,No,Not Ready to Buy
6078,2024-11-22,Desktop,Yes,No,No,High Shipping Cost
6079,2024-11-28,Tablet,Yes,No,No,Complex Checkout Process
6080,2024-11-08,Desktop,Yes,No,No,Not Ready to Buy
6081,2024-11-26,Tablet,No,No,No,-
6082,2024-11-09,Tablet,Yes,Yes,No,Limited Payment Options
6083,2024-11-14,Mobile,Yes,Yes,Yes,-
6084,2024-11-26,Mobile,No,No,No,-
6085,2024-11-01,Mobile,Yes,No,No,Not Ready to Buy
6086,2024-11-08,Desktop,No,No,No,-
6087,2024-11-19,Tablet,Yes,Yes,Yes,-
6088,2024-11-19,Desktop,Yes,No,No,Limited Payment Options
6089,2024-11-25,Desktop,Yes,Yes,No,Not Ready to Buy
6090,2024-11-05,Desktop,No,No,No,-
6091,2024-11-23,Desktop,Yes,Yes,Yes,-
6092,2024-11-19,Mobile,Yes,Yes,Yes,-
6093,2024-11-11,Desktop,Yes,Yes,No,High Shipping Cost
6094,2024-11-28,Desktop,No,No,No,-
6095,2024-11-20,Tablet,No,No,No,-
6096,2024-11-08,Tablet,No,No,No,-
6097,2024-11-16,Mobile,Yes,No,No,Limited Payment Options
6098,2024-11-13,Desktop,Yes,Yes,Yes,-
6099,2024-11-30,Tablet,Yes,Yes,No,Forced Account Creation
6100,2024-11-28,Mobile,Yes,No,No,Not Ready to Buy
6101,2024-11-20,Tablet,No,No,No,-
6102,2024-11-13,Tablet,No,No,No,-
6103,2024-11-11,Desktop,No,No,No,-
6104,2024-11-24,Tablet,No,No,No,-
6105,2024-11-08,Desktop,Yes,No,No,Limited Payment Options
6106,2024-11-28,Tablet,No,No,No,-
6107,2024-11-30,Desktop,No,No,No,-
6108,2024-11-30,Mobile,Yes,No,No,High Shipping Cost
6109,2024-11-21,Mobile,No,No,No,-
6110,2024-11-30,Tablet,No,No,No,-
6111,2024-11-17,Mobile,Yes,Yes,No,Not Ready to Buy
6112,2024-11-20,Tablet,No,No,No,-
6113,2024-11-30,Mobile,Yes,Yes,No,Limited Payment Options
6114,2024-11-02,Tablet,Yes,No,No,High Shipping Cost
6115,2024-11-26,Mobile,No,No,No,-
6116,2024-11-19,Mobile,Yes,Yes,Yes,-
6117,2024-11-06,Mobile,Yes,Yes,Yes,-
6118,2024-11-14,Tablet,Yes,Yes,Yes,-
6119,2024-11-01,Tablet,Yes,No,No,Limited Payment Options
6120,2024-11-10,Tablet,Yes,No,No,Not Ready to Buy
6121,2024-11-25,Tablet,No,No,No,-
6122,2024-11-26,Desktop,No,No,No,-
6123,2024-11-05,Tablet,No,No,No,-
6124,2024-11-08,Tablet,No,No,No,-
6125,2024-11-25,Tablet,No,No,No,-
6126,2024-11-28,Mobile,Yes,No,No,Limited Payment Options
6127,2024-11-27,Tablet,Yes,Yes,Yes,-
6128,2024-11-25,Desktop,No,No,No,-
6129,2024-11-08,Mobile,Yes,No,No,High Shipping Cost
6130,2024-11-28,Mobile,Yes,No,No,Complex Checkout Process
6131,2024-11-15,Desktop,No,No,No,-
6132,2024-11-21,Mobile,Yes,No,No,Forced Account Creation
6133,2024-11-18,Desktop,Yes,No,No,Complex Checkout Process
6134,2024-11-26,Mobile,No,No,No,-
6135,2024-11-22,Tablet,Yes,No,No,Limited Payment Options
6136,2024-11-21,Tablet,Yes,Yes,No,High Shipping Cost
6137,2024-11-05,Mobile,No,No,No,-
6138,2024-11-27,Desktop,Yes,Yes,Yes,-
6139,2024-11-18,Tablet,No,No,No,-
6140,2024-11-29,Tablet,Yes,Yes,Yes,-
6141,2024-11-04,Tablet,Yes,No,No,Limited Payment Options
6142,2024-11-29,Tablet,Yes,No,No,Limited Payment Options
6143,2024-11-07,Tablet,Yes,No,No,Complex Checkout Process
6144,2024-11-10,Tablet,No,No,No,-
6145,2024-11-15,Tablet,Yes,Yes,No,Forced Account Creation
6146,2024-11-20,Mobile,No,No,No,-
6147,2024-11-20,Tablet,No,No,No,-
6148,2024-11-11,Tablet,Yes,No,No,Not Ready to Buy
6149,2024-11-26,Mobile,No,No,No,-
6150,2024-11-06,Mobile,No,No,No,-
6151,2024-11-24,Mobile,No,No,No,-
6152,2024-11-18,Desktop,Yes,Yes,No,Not Ready to Buy
6153,2024-11-16,Mobile,Yes,No,No,High Shipping Cost
6154,2024-11-07,Tablet,No,No,No,-
6155,2024-11-22,Desktop,No,No,No,-
6156,2024-11-10,Mobile,Yes,Yes,Yes,-
6157,2024-11-27,Tablet,No,No,No,-
6158,2024-11-15,Tablet,No,No,No,-
6159,2024-11-30,Desktop,No,No,No,-
6160,2024-11-21,Tablet,No,No,No,-
6161,2024-11-08,Mobile,No,No,No,-
6162,2024-11-04,Tablet,Yes,No,No,Forced Account Creation
6163,2024-11-02,Tablet,No,No,No,-
6164,2024-11-26,Desktop,No,No,No,-
6165,2024-11-08,Mobile,No,No,No,-
6166,2024-11-05,Desktop,Yes,Yes,Yes,-
6167,2024-11-20,Tablet,Yes,No,No,Not Ready to Buy
6168,2024-11-21,Mobile,Yes,No,No,Limited Payment Options
6169,2024-11-20,Tablet,Yes,No,No,Not Ready to Buy
6170,2024-11-02,Desktop,Yes,No,No,High Shipping Cost
6171,2024-11-06,Tablet,No,No,No,-
6172,2024-11-27,Tablet,Yes,Yes,No,Limited Payment Options
6173,2024-11-05,Mobile,Yes,Yes,No,High Shipping Cost
6174,2024-11-13,Desktop,No,No,No,-
6175,2024-11-24,Desktop,Yes,No,No,Not Ready to Buy
6176,2024-11-05,Desktop,Yes,No,No,Limited Payment Options
6177,2024-11-24,Desktop,Yes,No,No,Not Ready to Buy
6178,2024-11-14,Tablet,No,No,No,-
6179,2024-11-05,Desktop,No,No,No,-
6180,2024-11-26,Mobile,Yes,No,No,High Shipping Cost
6181,2024-11-16,Mobile,No,No,No,-
6182,2024-11-27,Desktop,Yes,No,No,Not Ready to Buy
6183,2024-11-25,Tablet,Yes,Yes,No,Limited Payment Options
6184,2024-11-02,Tablet,Yes,No,No,Not Ready to Buy
6185,2024-11-25,Tablet,Yes,Yes,Yes,-
6186,2024-11-02,Tablet,Yes,No,No,Complex Checkout Process
6187,2024-11-07,Tablet,Yes,Yes,Yes,-
6188,2024-11-10,Desktop,Yes,Yes,Yes,-
6189,2024-11-06,Tablet,Yes,No,No,Complex Checkout Process
6190,2024-11-12,Tablet,Yes,No,No,High Shipping Cost
6191,2024-11-07,Tablet,Yes,Yes,Yes,-
6192,2024-11-12,Mobile,Yes,Yes,Yes,-
6193,2024-11-24,Mobile,Yes,No,No,Limited Payment Options
6194,2024-11-26,Tablet,Yes,No,No,High Shipping Cost
6195,2024-11-26,Tablet,No,No,No,-
6196,2024-11-07,Tablet,No,No,No,-
6197,2024-11-26,Mobile,No,No,No,-
6198,2024-11-14,Tablet,No,No,No,-
6199,2024-11-09,Tablet,Yes,Yes,Yes,-
6200,2024-11-30,Desktop,No,No,No,-
6201,2024-11-18,Desktop,Yes,Yes,Yes,-
6202,2024-11-29,Desktop,No,No,No,-
6203,2024-11-24,Tablet,Yes,Yes,Yes,-
6204,2024-11-06,Mobile,No,No,No,-
6205,2024-11-13,Mobile,Yes,Yes,Yes,-
6206,2024-11-16,Mobile,Yes,Yes,No,Complex Checkout Process
6207,2024-11-22,Desktop,Yes,Yes,No,Not Ready to Buy
6208,2024-11-03,Desktop,Yes,No,No,High Shipping Cost
6209,2024-11-21,Mobile,No,No,No,-
6210,2024-11-07,Desktop,Yes,Yes,No,Not Ready to Buy
6211,2024-11-15,Desktop,No,No,No,-
6212,2024-11-07,Desktop,Yes,No,No,High Shipping Cost
6213,2024-11-15,Mobile,Yes,No,No,Complex Checkout Process
6214,2024-11-22,Desktop,Yes,No,No,High Shipping Cost
6215,2024-11-18,Tablet,Yes,No,No,High Shipping Cost
6216,2024-11-24,Desktop,Yes,No,No,High Shipping Cost
6217,2024-11-05,Tablet,Yes,No,No,Not Ready to Buy
6218,2024-11-22,Tablet,Yes,Yes,Yes,-
6219,2024-11-21,Mobile,No,No,No,-
6220,2024-11-14,Mobile,Yes,Yes,No,Forced Account Creation
6221,2024-11-06,Mobile,Yes,No,No,Complex Checkout Process
6222,2024-11-18,Mobile,Yes,No,No,Limited Payment Options
6223,2024-11-12,Tablet,Yes,Yes,No,High Shipping Cost
6224,2024-11-03,Mobile,No,No,No,-
6225,2024-11-17,Tablet,Yes,No,No,Forced Account Creation
6226,2024-11-28,Mobile,No,No,No,-
6227,2024-11-08,Mobile,Yes,No,No,High Shipping Cost
6228,2024-11-06,Tablet,Yes,Yes,Yes,-
6229,2024-11-06,Desktop,No,No,No,-
6230,2024-11-02,Desktop,Yes,Yes,Yes,-
6231,2024-11-06,Desktop,No,No,No,-
6232,2024-11-21,Desktop,Yes,Yes,No,Complex Checkout Process
6233,2024-11-19,Mobile,No,No,No,-
6234,2024-11-14,Desktop,No,No,No,-
6235,2024-11-12,Desktop,No,No,No,-
6236,2024-11-19,Desktop,Yes,No,No,Forced Account Creation
6237,2024-11-30,Mobile,Yes,Yes,Yes,-
6238,2024-11-07,Mobile,Yes,Yes,No,Limited Payment Options
6239,2024-11-20,Tablet,No,No,No,-
6240,2024-11-01,Desktop,No,No,No,-
6241,2024-11-07,Mobile,Yes,Yes,Yes,-
6242,2024-11-29,Mobile,Yes,Yes,No,Complex Checkout Process
6243,2024-11-15,Desktop,Yes,No,No,Complex Checkout Process
6244,2024-11-09,Mobile,Yes,No,No,High Shipping Cost
6245,2024-11-15,Desktop,Yes,No,No,High Shipping Cost
6246,2024-11-08,Mobile,Yes,No,No,Limited Payment Options
6247,2024-11-13,Tablet,No,No,No,-
6248,2024-11-07,Mobile,Yes,No,No,Complex Checkout Process
6249,2024-11-18,Tablet,Yes,No,No,Forced Account Creation
6250,2024-11-01,Tablet,Yes,Yes,No,Forced Account Creation
6251,2024-11-13,Mobile,Yes,No,No,High Shipping Cost
6252,2024-11-21,Mobile,Yes,No,No,Limited Payment Options
6253,2024-11-02,Tablet,No,No,No,-
6254,2024-11-01,Desktop,No,No,No,-
6255,2024-11-29,Desktop,No,No,No,-
6256,2024-11-13,Tablet,Yes,Yes,Yes,-
6257,2024-11-10,Tablet,No,No,No,-
6258,2024-11-08,Tablet,No,No,No,-
6259,2024-11-01,Tablet,Yes,Yes,Yes,-
6260,2024-11-21,Tablet,No,No,No,-
6261,2024-11-21,Mobile,Yes,Yes,Yes,-
6262,2024-11-03,Desktop,No,No,No,-
6263,2024-11-15,Mobile,Yes,No,No,Limited Payment Options
6264,2024-11-11,Desktop,No,No,No,-
6265,2024-11-22,Mobile,Yes,Yes,Yes,-
6266,2024-11-03,Mobile,Yes,No,No,Forced Account Creation
6267,2024-11-06,Tablet,No,No,No,-
6268,2024-11-14,Mobile,Yes,No,No,Forced Account Creation
6269,2024-11-08,Mobile,No,No,No,-
6270,2024-11-03,Tablet,Yes,No,No,Not Ready to Buy
6271,2024-11-06,Desktop,Yes,Yes,Yes,-
6272,2024-11-24,Desktop,No,No,No,-
6273,2024-11-10,Tablet,No,No,No,-
6274,2024-11-07,Mobile,Yes,No,No,Forced Account Creation
6275,2024-11-22,Mobile,No,No,No,-
6276,2024-11-18,Tablet,Yes,Yes,No,Not Ready to Buy
6277,2024-11-29,Desktop,Yes,Yes,Yes,-
6278,2024-11-30,Tablet,Yes,Yes,Yes,-
6279,2024-11-08,Mobile,Yes,No,No,High Shipping Cost
6280,2024-11-30,Desktop,Yes,No,No,High Shipping Cost
6281,2024-11-05,Mobile,Yes,No,No,Not Ready to Buy
6282,2024-11-16,Mobile,No,No,No,-
6283,2024-11-29,Desktop,Yes,Yes,No,Forced Account Creation
6284,2024-11-05,Desktop,Yes,Yes,No,Complex Checkout Process
6285,2024-11-02,Desktop,No,No,No,-
6286,2024-11-10,Tablet,No,No,No,-
6287,2024-11-25,Desktop,No,No,No,-
6288,2024-11-12,Desktop,Yes,Yes,Yes,-
6289,2024-11-07,Mobile,Yes,No,No,Limited Payment Options
6290,2024-11-13,Tablet,No,No,No,-
6291,2024-11-13,Tablet,Yes,Yes,Yes,-
6292,2024-11-28,Tablet,Yes,Yes,Yes,-
6293,2024-11-05,Tablet,No,No,No,-
6294,2024-11-05,Mobile,Yes,Yes,Yes,-
6295,2024-11-02,Desktop,Yes,Yes,Yes,-
6296,2024-11-07,Mobile,Yes,No,No,Limited Payment Options
6297,2024-11-04,Tablet,Yes,Yes,Yes,-
6298,2024-11-16,Mobile,No,No,No,-
6299,2024-11-11,Tablet,Yes,Yes,No,Forced Account Creation
6300,2024-11-22,Desktop,No,No,No,-
6301,2024-11-11,Tablet,No,No,No,-
6302,2024-11-28,Desktop,Yes,Yes,No,Complex Checkout Process
6303,2024-11-17,Mobile,Yes,Yes,No,Complex Checkout Process
6304,2024-11-07,Mobile,Yes,No,No,Not Ready to Buy
6305,2024-11-23,Desktop,No,No,No,-
6306,2024-11-11,Tablet,Yes,Yes,Yes,-
6307,2024-11-09,Tablet,Yes,Yes,No,Limited Payment Options
6308,2024-11-03,Desktop,No,No,No,-
6309,2024-11-23,Tablet,Yes,No,No,Limited Payment Options
6310,2024-11-04,Tablet,No,No,No,-
6311,2024-11-13,Desktop,Yes,No,No,Not Ready to Buy
6312,2024-11-07,Mobile,Yes,No,No,Not Ready to Buy
6313,2024-11-20,Mobile,Yes,No,No,Complex Checkout Process
6314,2024-11-16,Mobile,No,No,No,-
6315,2024-11-03,Tablet,Yes,Yes,Yes,-
6316,2024-11-11,Desktop,Yes,Yes,No,Forced Account Creation
6317,2024-11-29,Desktop,Yes,Yes,No,Not Ready to Buy
6318,2024-11-06,Tablet,Yes,Yes,No,Not Ready to Buy
6319,2024-11-22,Desktop,Yes,Yes,No,Complex Checkout Process
6320,2024-11-30,Tablet,Yes,No,No,Complex Checkout Process
6321,2024-11-30,Desktop,No,No,No,-
6322,2024-11-09,Mobile,No,No,No,-
6323,2024-11-23,Desktop,No,No,No,-
6324,2024-11-08,Mobile,Yes,No,No,High Shipping Cost
6325,2024-11-28,Mobile,Yes,No,No,Not Ready to Buy
6326,2024-11-22,Tablet,No,No,No,-
6327,2024-11-19,Mobile,No,No,No,-
6328,2024-11-27,Tablet,Yes,Yes,Yes,-
6329,2024-11-02,Tablet,No,No,No,-
6330,2024-11-12,Tablet,Yes,Yes,Yes,-
6331,2024-11-16,Tablet,No,No,No,-
6332,2024-11-04,Desktop,Yes,No,No,Forced Account Creation
6333,2024-11-30,Tablet,No,No,No,-
6334,2024-11-13,Mobile,No,No,No,-
6335,2024-11-19,Mobile,Yes,Yes,Yes,-
6336,2024-11-12,Tablet,Yes,No,No,High Shipping Cost
6337,2024-11-22,Tablet,No,No,No,-
6338,2024-11-12,Mobile,No,No,No,-
6339,2024-11-24,Tablet,No,No,No,-
6340,2024-11-13,Tablet,Yes,No,No,Not Ready to Buy
6341,2024-11-18,Mobile,Yes,Yes,Yes,-
6342,2024-11-18,Mobile,No,No,No,-
6343,2024-11-18,Mobile,Yes,No,No,Complex Checkout Process
6344,2024-11-22,Tablet,No,No,No,-
6345,2024-11-05,Desktop,Yes,No,No,Limited Payment Options
6346,2024-11-26,Desktop,No,No,No,-
6347,2024-11-19,Desktop,Yes,No,No,Forced Account Creation
6348,2024-11-05,Mobile,Yes,No,No,Complex Checkout Process
6349,2024-11-08,Tablet,Yes,No,No,High Shipping Cost
6350,2024-11-18,Desktop,Yes,Yes,No,Complex Checkout Process
6351,2024-11-03,Mobile,No,No,No,-
6352,2024-11-16,Tablet,Yes,Yes,No,Limited Payment Options
6353,2024-11-07,Mobile,Yes,No,No,High Shipping Cost
6354,2024-11-02,Desktop,No,No,No,-
6355,2024-11-02,Tablet,Yes,No,No,Limited Payment Options
6356,2024-11-15,Desktop,Yes,No,No,High Shipping Cost
6357,2024-11-28,Tablet,Yes,Yes,Yes,-
6358,2024-11-07,Tablet,No,No,No,-
6359,2024-11-01,Tablet,Yes,No,No,Not Ready to Buy
6360,2024-11-09,Tablet,Yes,Yes,No,Limited Payment Options
6361,2024-11-22,Tablet,Yes,Yes,No,Not Ready to Buy
6362,2024-11-02,Desktop,No,No,No,-
6363,2024-11-30,Mobile,Yes,No,No,Limited Payment Options
6364,2024-11-12,Tablet,Yes,Yes,Yes,-
6365,2024-11-16,Desktop,Yes,Yes,Yes,-
6366,2024-11-30,Desktop,Yes,No,No,Forced Account Creation
6367,2024-11-03,Mobile,Yes,Yes,No,Forced Account Creation
6368,2024-11-20,Mobile,No,No,No,-
6369,2024-11-14,Mobile,No,No,No,-
6370,2024-11-26,Desktop,Yes,No,No,Limited Payment Options
6371,2024-11-09,Mobile,No,No,No,-
6372,2024-11-27,Tablet,No,No,No,-
6373,2024-11-10,Tablet,Yes,Yes,No,Complex Checkout Process
6374,2024-11-16,Desktop,Yes,No,No,Not Ready to Buy
6375,2024-11-10,Mobile,No,No,No,-
6376,2024-11-19,Desktop,No,No,No,-
6377,2024-11-26,Mobile,Yes,Yes,Yes,-
6378,2024-11-04,Tablet,Yes,No,No,Forced Account Creation
6379,2024-11-10,Tablet,Yes,No,No,Not Ready to Buy
6380,2024-11-02,Desktop,Yes,No,No,High Shipping Cost
6381,2024-11-03,Mobile,Yes,Yes,Yes,-
6382,2024-11-08,Tablet,No,No,No,-
6383,2024-11-10,Desktop,Yes,Yes,Yes,-
6384,2024-11-25,Mobile,Yes,No,No,High Shipping Cost
6385,2024-11-19,Tablet,Yes,No,No,Not Ready to Buy
6386,2024-11-14,Mobile,Yes,Yes,Yes,-
6387,2024-11-09,Tablet,Yes,Yes,No,Limited Payment Options
6388,2024-11-04,Mobile,Yes,Yes,No,Not Ready to Buy
6389,2024-11-25,Mobile,Yes,Yes,No,Not Ready to Buy
6390,2024-11-16,Desktop,No,No,No,-
6391,2024-11-04,Mobile,No,No,No,-
6392,2024-11-21,Mobile,No,No,No,-
6393,2024-11-11,Desktop,Yes,Yes,Yes,-
6394,2024-11-16,Desktop,Yes,No,No,Limited Payment Options
6395,2024-11-13,Desktop,Yes,No,No,Forced Account Creation
6396,2024-11-22,Mobile,Yes,Yes,Yes,-
6397,2024-11-14,Tablet,No,No,No,-
6398,2024-11-23,Mobile,Yes,Yes,Yes,-
